_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
662bb0a92dfc811c3ac9e5f7,,52.78,97.84,55.58,74.17,132;2;0;1,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1714139305000
662bb0852dfc811c3ac9e3d1,,47.59,92.54,50.79,63.57,119;2;0;0,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1714139269000
662baf1e2dfc811c3ac9cef6,,59.6,98.68,60.8,76.13,149;1;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1714138910000
662baefe2dfc811c3ac9ccfc,,54.38,99.29,55.98,74.45,136;0;0;1,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1714138878000
662baedd2dfc811c3ac9caf0,,53.59,97.2,56.79,70.49,134;2;0;0,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1714138845000
662baeb42dfc811c3ac9c888,,51.18,97.01,53.18,74.98,128;2;0;1,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1714138804000
662bae922dfc811c3ac9c685,,55.17,97.95,58.37,77.04,138;2;0;0,time,30,-1,0,30.02,0,0,false,false,english,none,normal,false,false,false,,1714138770000
662bae3b2dfc811c3ac9c132,,50,93.15,58,75.84,125;6;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1714138683000
662bae1b2dfc811c3ac9bf54,,44.4,91.85,54,69.24,111;6;0;2,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1714138651000
662badfa2dfc811c3ac9bd67,,49.6,90.41,58,81.07,124;9;1;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1714138618000
662badd42dfc811c3ac9bb0e,,53.98,96.58,58.37,69.65,135;3;0;0,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1714138580000
662badb32dfc811c3ac9b8fb,,45.6,94.16,54.4,70.8,114;4;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1714138547000
662bad922dfc811c3ac9b713,,55.19,97.28,58.79,84.77,138;2;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1714138514000
662bad712dfc811c3ac9b539,,46.39,90.51,53.99,69.72,116;7;1;2,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1714138481000
662bad4e2dfc811c3ac9b324,,40,86.36,51.6,64.51,100;10;0;3,time,30,-1,0,30,1,0,false,false,english,none,normal,false,false,false,,1714138446000
662bad2d2dfc811c3ac9b11f,,52,94.37,56,64.27,130;4;0;1,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1714138413000
662bad0c2dfc811c3ac9af1c,,60.4,97.45,62.8,78.11,151;3;0;1,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1714138380000
662bac992dfc811c3ac9a835,,54.39,97.14,55.19,69.03,136;1;0;1,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1714138265000
6624a520a45a2d5371347496,,52.2,94.79,56.4,71.84,261;5;1;0,time,60,-1,0,60,0,0,false,false,english,none,normal,false,false,false,,1713677600000
6624a4dea45a2d537134727f,,47.15,92.31,50.35,73.8,59;2;1;0,time,15,-1,0,15.01,0,0,false,false,english,none,normal,false,false,false,,1713677534000
6624a4bea45a2d5371347174,,37.99,85.82,51.98,64.03,95;6;3;2,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1713677502000
6624a498a45a2d5371347068,,52.79,94.16,61.59,76.55,132;5;0;1,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1713677464000
6624a477a45a2d5371346f58,true,61.99,99.36,61.99,79.29,155;0;0;0,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1713677431000
6624a447a45a2d5371346df6,,49.2,95.52,53.2,81.06,123;3;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1713677383000
6624a424a45a2d5371346d05,true,61.19,99.37,63.19,74.09,153;0;0;1,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1713677348000
6624a402a45a2d5371346c0a,,58.79,99.32,58.79,78.46,147;0;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1713677314000
6624a3e1a45a2d5371346b1b,,55.57,97.24,57.17,75.47,139;1;0;0,time,30,-1,0,30.02,0,0,false,false,english,none,normal,false,false,false,,1713677281000
6624a3bfa45a2d53713469f9,,60.39,100,60.39,74.11,151;0;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1713677247000
6623fb31a45a2d53712ff9a8,,53.6,100,53.6,70.68,134;0;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1713634097000
6623faf7a45a2d53712ff7a1,,54,98.55,54,68.45,135;0;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1713634039000
6623faaaa45a2d53712ff51f,,55.19,100,55.19,70.51,138;0;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1713633962000
6623fa7fa45a2d53712ff386,,51.19,100,51.19,68.6,128;0;0;0,time,30,-1,0,30.01,1,0,false,false,english,none,normal,false,false,false,,1713633919000
6623fa40a45a2d53712ff158,,56.39,100,56.39,78.62,141;0;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1713633856000
6623f607a45a2d53712fc98f,,50.38,98.44,50.38,71.02,126;0;0;0,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1713632775000
6623f5e5a45a2d53712fc84c,,47.59,94.7,52.79,72.1,119;4;1;1,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1713632741000
6623f573a45a2d53712fc434,,57.2,98.62,57.2,76.06,143;0;0;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1713632627000
6623f552a45a2d53712fc2f1,,56.39,100,56.39,71.91,141;0;0;0,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1713632594000
6623f530a45a2d53712fc1c3,,51.59,97.08,54.79,74.29,129;2;1;0,time,30,-1,0,30,0,0,false,false,english,none,normal,false,false,false,,1713632560000
6622129ca45a2d53711dbef9,,52.79,96.17,56.99,68.51,264;4;1;0,time,60,-1,0,60.01,0,0,false,false,english,none,normal,false,false,false,,1713509020000
6622125aa45a2d53711dbc9b,,51.99,91.89,59.19,70.89,65;0;5;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1713508954000
66221246a45a2d53711dbbc8,,55.19,95.36,59.59,70.77,138;3;0;0,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1713508934000
6622121da45a2d53711dba52,,49.18,95.62,54.78,67.19,123;4;0;0,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1713508893000
662211fca45a2d53711db90d,,57.99,100,57.99,73.25,145;0;0;0,time,30,-1,0,30.01,0,0,false,false,english,none,normal,false,false,false,,1713508860000
